"continent","iso","admin_0","admin_1","t_lci","t_med","t_uci","s_lci","s_med","s_uci","scenario"
"Africa","KEN","Kenya","Lamu","7.51","7.81","8.13",0.2948,0.3071,0.3194,"Pessimistic"
"Africa","KEN","Kenya","Machakos","7.36","7.76","8.21",0.2921,0.309,0.3259,"Pessimistic"
"Africa","KEN","Kenya","Makueni","7.46","7.81","8.2",0.2923,0.307,0.3216,"Pessimistic"
"Africa","KEN","Kenya","Mandera","6.88","7.14","7.43",0.3229,0.3358,0.3486,"Pessimistic"
"Africa","KEN","Kenya","Marsabit","6.78","7.08","7.42",0.3233,0.3385,0.3538,"Pessimistic"
"Africa","KEN","Kenya","Meru","7.35","7.76","8.21",0.292,0.309,0.326,"Pessimistic"
"Africa","KEN","Kenya","Migori","8.47","8.97","9.53",0.2515,0.2674,0.2833,"Pessimistic"
"Africa","KEN","Kenya","Mombasa","7.47","7.79","8.14",0.2947,0.3079,0.3211,"Pessimistic"
"Africa","KEN","Kenya","Murang'a","7.26","7.67","8.12",0.2952,0.3128,0.3303,"Pessimistic"
"Africa","KEN","Kenya","Nairobi","7.2","7.66","8.18",0.2933,0.3132,0.3332,"Pessimistic"
"Africa","KEN","Kenya","Nakuru","6.17","6.49","6.85",0.3501,0.3693,0.3886,"Pessimistic"
"Africa","KEN","Kenya","Nandi","6.17","6.49","6.85",0.35,0.3694,0.3888,"Pessimistic"
"Africa","KEN","Kenya","Narok","6.17","6.49","6.85",0.3501,0.3694,0.3886,"Pessimistic"
"Africa","KEN","Kenya","Nyamira","6.19","6.5","6.83",0.3508,0.3691,0.3874,"Pessimistic"
"Africa","KEN","Kenya","Nyandarua","7.2","7.65","8.18",0.2933,0.3133,0.3332,"Pessimistic"
"Africa","KEN","Kenya","Nyeri","7.24","7.66","8.14",0.2944,0.3129,0.3314,"Pessimistic"
"Africa","KEN","Kenya","Samburu","6.7","7.04","7.42",0.3231,0.3406,0.3581,"Pessimistic"
"Africa","KEN","Kenya","Siaya","8.72","9.09","9.5",0.2525,0.2638,0.275,"Pessimistic"
"Africa","KEN","Kenya","Taita Taveta","7.52","7.81","8.14",0.2947,0.3069,0.3191,"Pessimistic"
"Africa","KEN","Kenya","Tana River","6.88","7.14","7.42",0.323,0.3358,0.3486,"Pessimistic"
"Africa","KEN","Kenya","Tharaka-Nithi","6.71","7.05","7.42",0.323,0.3403,0.3576,"Pessimistic"
"Africa","KEN","Kenya","Trans Nzoia","6.26","6.56","6.9",0.3476,0.3654,0.3832,"Pessimistic"
"Africa","KEN","Kenya","Turkana","6.73","7.07","7.43",0.3227,0.3394,0.3561,"Pessimistic"
"Africa","KEN","Kenya","Uasin Gishu","6.16","6.49","6.85",0.3499,0.3694,0.389,"Pessimistic"
"Africa","KEN","Kenya","Vihiga","8.44","8.95","9.53",0.2515,0.2678,0.284,"Pessimistic"
"Africa","KEN","Kenya","Wajir","6.82","7.1","7.4",0.3239,0.3378,0.3516,"Pessimistic"
"Africa","KEN","Kenya","West Pokot","6.36","6.61","6.89",0.3483,0.3625,0.3768,"Pessimistic"
"Africa","LBR","Liberia","Bomi","7.37","7.49","7.62",0.3145,0.32,0.3255,"Pessimistic"
"Africa","LBR","Liberia","Bong","8.78","8.89","9.01",0.2662,0.2696,0.273,"Pessimistic"
"Africa","LBR","Liberia","Gbapolu","8.16","8.26","8.36",0.2868,0.2902,0.2937,"Pessimistic"
"Africa","LBR","Liberia","Grand Bassa","7.43","7.55","7.67",0.3128,0.3176,0.3225,"Pessimistic"
"Africa","LBR","Liberia","Grand Cape Mount","7.64","7.76","7.89",0.3039,0.3088,0.3137,"Pessimistic"
"Africa","LBR","Liberia","Grand Gedeh","7.74","7.83","7.93",0.3024,0.3061,0.3098,"Pessimistic"
"Africa","LBR","Liberia","Grand Kru","8.44","8.55","8.66",0.277,0.2805,0.284,"Pessimistic"
"Africa","LBR","Liberia","Lofa","8.53","8.65","8.77",0.2735,0.2772,0.281,"Pessimistic"
"Africa","LBR","Liberia","Margibi","7.4","7.52","7.64",0.314,0.319,0.324,"Pessimistic"
"Africa","LBR","Liberia","Maryland","8.22","8.32","8.43",0.2843,0.2881,0.2918,"Pessimistic"
"Africa","LBR","Liberia","Montserrado","6.84","7.02","7.2",0.3328,0.3417,0.3505,"Pessimistic"
"Africa","LBR","Liberia","Nimba","8.74","8.86","8.97",0.2673,0.2708,0.2742,"Pessimistic"
"Africa","LBR","Liberia","River Cess","7.47","7.57","7.68",0.3124,0.3167,0.321,"Pessimistic"
"Africa","LBR","Liberia","River Gee","8.4","8.51","8.61",0.2784,0.2819,0.2855,"Pessimistic"
"Africa","LBR","Liberia","Sinoe","7.69","7.79","7.88",0.3041,0.3079,0.3116,"Pessimistic"
"Africa","MDG","Madagascar","Alaotra Mangoro","25.89","28.56","31.85",0.0753,0.084,0.0926,"Pessimistic"
"Africa","MDG","Madagascar","Amoron I Mania","21.48","26.12","33.33",0.0719,0.0918,0.1117,"Pessimistic"
"Africa","MDG","Madagascar","Analamanga","18.97","21.37","24.48",0.098,0.1122,0.1264,"Pessimistic"
"Africa","MDG","Madagascar","Analanjirofo","17.44","17.9","18.38",0.1305,0.134,0.1375,"Pessimistic"
"Africa","MDG","Madagascar","Androy","19.19","23.89","31.64",0.0758,0.1004,0.1249,"Pessimistic"
"Africa","MDG","Madagascar","Anosy","19.76","21.07","22.57",0.1062,0.1138,0.1214,"Pessimistic"
"Africa","MDG","Madagascar","Atsimo Andrefana","21.51","22.31","23.18",0.1035,0.1075,0.1115,"Pessimistic"
"Africa","MDG","Madagascar","Atsimo Atsinanana","16.67","17.15","17.67",0.1357,0.1398,0.1439,"Pessimistic"
"Africa","MDG","Madagascar","Atsinanana","15.74","16.14","16.56",0.1448,0.1486,0.1523,"Pessimistic"
"Africa","MDG","Madagascar","Betsiboka","17.06","17.92","18.88",0.127,0.1338,0.1406,"Pessimistic"
"Africa","MDG","Madagascar","Boeny","19.3","20.58","22.03",0.1088,0.1165,0.1242,"Pessimistic"
"Africa","MDG","Madagascar","Bongolava","15.12","15.61","16.14",0.1485,0.1536,0.1586,"Pessimistic"
"Africa","MDG","Madagascar","Diana","14.47","15.1","15.77",0.152,0.1589,0.1657,"Pessimistic"
"Africa","MDG","Madagascar","Haute Matsiatra","18.41","19.73","21.25",0.1129,0.1215,0.1302,"Pessimistic"
"Africa","MDG","Madagascar","Ihorombe","22.21","24.05","26.22",0.0915,0.0997,0.108,"Pessimistic"
"Africa","MDG","Madagascar","Itasy","16.2","17.42","18.84",0.1273,0.1377,0.148,"Pessimistic"
"Africa","MDG","Madagascar","Melaky","13.8","14.3","14.83",0.1616,0.1677,0.1738,"Pessimistic"
"Africa","MDG","Madagascar","Menabe","15.75","16.29","16.88",0.1421,0.1472,0.1523,"Pessimistic"
"Africa","MDG","Madagascar","Sava","17.01","17.74","18.52",0.1294,0.1352,0.1409,"Pessimistic"
"Africa","MDG","Madagascar","Sofia","21.03","22.17","23.46",0.1022,0.1081,0.114,"Pessimistic"
"Africa","MDG","Madagascar","Vakinankaratra","18.35","20.87","24.19",0.0991,0.1149,0.1306,"Pessimistic"
"Africa","MDG","Madagascar","Vatovavy Fitovinany","18.52","19.27","20.07",0.1195,0.1245,0.1295,"Pessimistic"
"Africa","MLI","Mali","Bamako","14.09","14.47","14.86",0.1613,0.1657,0.1701,"Pessimistic"
"Africa","MLI","Mali","Gao","16.47","16.99","17.54",0.1367,0.1411,0.1456,"Pessimistic"
"Africa","MLI","Mali","Kayes","14.48","14.81","15.15",0.1583,0.162,0.1656,"Pessimistic"
"Africa","MLI","Mali","Kidal","14.08","14.63","15.23",0.1574,0.1639,0.1703,"Pessimistic"
"Africa","MLI","Mali","Koulikoro","14.07","14.37","14.67",0.1634,0.1669,0.1704,"Pessimistic"
"Africa","MLI","Mali","Mopti","17.21","17.72","18.26",0.1313,0.1353,0.1393,"Pessimistic"
"Africa","MLI","Mali","Segou","14.73","15.06","15.4",0.1557,0.1592,0.1628,"Pessimistic"
"Africa","MLI","Mali","Sikasso","15.34","15.68","16.03",0.1496,0.1529,0.1563,"Pessimistic"
"Africa","MLI","Mali","Tombouctou","14.28","14.75","15.24",0.1573,0.1626,0.1679,"Pessimistic"
"Africa","MOZ","Mozambique","Cabo Delgado","10.04","10.18","10.33",0.2321,0.2355,0.2389,"Pessimistic"
"Africa","MOZ","Mozambique","Gaza","7.01","7.17","7.33",0.3271,0.3345,0.3419,"Pessimistic"
"Africa","MOZ","Mozambique","Inhambane","6.87","6.98","7.1",0.3375,0.3434,0.3492,"Pessimistic"
"Africa","MOZ","Mozambique","Manica","7.44","7.54","7.65",0.3133,0.3179,0.3225,"Pessimistic"
"Africa","MOZ","Mozambique","Maputo","8.03","8.27","8.52",0.2815,0.29,0.2985,"Pessimistic"
"Africa","MOZ","Mozambique","Nampula","12.1","12.31","12.52",0.1915,0.1949,0.1982,"Pessimistic"
"Africa","MOZ","Mozambique","Niassa","9.3","9.44","9.58",0.2503,0.2541,0.2578,"Pessimistic"
"Africa","MOZ","Mozambique","Sofala","8.11","8.23","8.36",0.2869,0.2913,0.2957,"Pessimistic"
"Africa","MOZ","Mozambique","Tete","7.15","7.27","7.41",0.3237,0.3296,0.3356,"Pessimistic"
"Africa","MOZ","Mozambique","Zambezia","8.47","8.58","8.7",0.2755,0.2793,0.2832,"Pessimistic"
"Africa","MRT","Mauritania","Assaba","18.01","19.57","21.44",0.1119,0.1225,0.1332,"Pessimistic"
"Africa","MRT","Mauritania","Brakna","16.11","16.53","16.97",0.1413,0.1451,0.1488,"Pessimistic"
"Africa","MRT","Mauritania","Gorgol","23.02","27.12","33.01",0.0726,0.0884,0.1042,"Pessimistic"
"Africa","MRT","Mauritania","Guidimakha","14.63","35.19","40+",-0.0277,0.0681,0.1639,"Pessimistic"
"Africa","MRT","Mauritania","Hodh Ech Chargi","20.46","21.54","22.73",0.1055,0.1113,0.1172,"Pessimistic"
"Africa","MRT","Mauritania","Hodh El Gharbi","24.89","27.14","29.82",0.0804,0.0884,0.0963,"Pessimistic"
"Africa","MRT","Mauritania","Nouakchott","16.29","18.94","22.61",0.106,0.1266,0.1472,"Pessimistic"
"Africa","MRT","Mauritania","Tagant","20.2","29.88","40+",0.0418,0.0803,0.1187,"Pessimistic"
"Africa","MRT","Mauritania","Trarza","16.57","17.2","17.88",0.1341,0.1394,0.1447,"Pessimistic"
"Africa","MWI","Malawi","Central Region","7.54","7.72","7.91",0.303,0.3105,0.318,"Pessimistic"
"Africa","MWI","Malawi","Northern Region","7.14","7.32","7.52",0.3189,0.3275,0.336,"Pessimistic"
"Africa","MWI","Malawi","Southern Region","10.17","10.47","10.78",0.2224,0.2291,0.2358,"Pessimistic"
"Africa","NAM","Namibia","Erongo","8.41","9.04","9.76",0.2456,0.2653,0.285,"Pessimistic"
"Africa","NAM","Namibia","Kavango","9.77","10.46","11.25",0.2131,0.2293,0.2455,"Pessimistic"
"Africa","NAM","Namibia","Khomas","10.84","11.76","12.85",0.1866,0.2039,0.2211,"Pessimistic"
"Africa","NAM","Namibia","Kunene","10.68","11.52","12.5",0.1918,0.2081,0.2244,"Pessimistic"
"Africa","NAM","Namibia","Ohangwena","8.82","9.43","10.14",0.2364,0.2542,0.2719,"Pessimistic"
"Africa","NAM","Namibia","Omaheke","10.09","10.92","11.9",0.2014,0.2196,0.2377,"Pessimistic"
"Africa","NAM","Namibia","Omusati","7.61","8.05","8.55",0.2803,0.2977,0.3151,"Pessimistic"
"Africa","NAM","Namibia","Oshana","7.72","8.22","8.78",0.2733,0.2919,0.3104,"Pessimistic"
"Africa","NAM","Namibia","Oshikoto","9.97","10.73","11.62",0.2063,0.2234,0.2405,"Pessimistic"
"Africa","NAM","Namibia","Otjozondjupa","10.67","11.5","12.46",0.1924,0.2086,0.2248,"Pessimistic"
"Africa","NAM","Namibia","Zambezi","8.86","9.51","10.27",0.2336,0.2521,0.2706,"Pessimistic"
"Africa","NER","Niger","Agadez","17.92","18.89","19.97",0.12,0.1269,0.1338,"Pessimistic"
"Africa","NER","Niger","Diffa","16.35","16.78","17.22",0.1392,0.1429,0.1466,"Pessimistic"
"Africa","NER","Niger","Dosso","18.9","19.41","19.95",0.1202,0.1236,0.1269,"Pessimistic"
"Africa","NER","Niger","Maradi","15.29","15.7","16.13",0.1487,0.1528,0.1568,"Pessimistic"
"Africa","NER","Niger","Niamey","15.92","16.47","17.06",0.1406,0.1456,0.1506,"Pessimistic"
"Africa","NER","Niger","Tahoua","16.48","16.96","17.48",0.1372,0.1413,0.1455,"Pessimistic"
"Africa","NER","Niger","Tillabery","21.27","22.04","22.88",0.1048,0.1088,0.1127,"Pessimistic"
"Africa","NER","Niger","Zinder","16.62","17.02","17.44",0.1375,0.1409,0.1442,"Pessimistic"
"Africa","NGA","Nigeria","Abia","8.84","8.97","9.1",0.2634,0.2674,0.2714,"Pessimistic"
"Africa","NGA","Nigeria","Abuja","9.94","10.15","10.37",0.2313,0.2362,0.2412,"Pessimistic"
"Africa","NGA","Nigeria","Adamawa","12.31","12.58","12.86",0.1864,0.1906,0.1948,"Pessimistic"
"Africa","NGA","Nigeria","Akwa Ibom","13.63","13.87","14.11",0.1699,0.1729,0.1759,"Pessimistic"
"Africa","NGA","Nigeria","Anambra","8.2","8.43","8.66",0.2768,0.2845,0.2923,"Pessimistic"
"Africa","NGA","Nigeria","Bauchi","12.69","12.92","13.16",0.1823,0.1856,0.189,"Pessimistic"
"Africa","NGA","Nigeria","Bayelsa","13.36","13.63","13.91",0.1724,0.176,0.1795,"Pessimistic"
"Africa","NGA","Nigeria","Benue","9.95","10.15","10.37",0.2312,0.2361,0.2411,"Pessimistic"
"Africa","NGA","Nigeria","Borno","12.37","12.64","12.91",0.1857,0.1898,0.1938,"Pessimistic"
"Africa","NGA","Nigeria","Cross River","13.61","13.85","14.09",0.1702,0.1732,0.1762,"Pessimistic"
"Africa","NGA","Nigeria","Delta","13.31","13.58","13.87",0.1729,0.1765,0.1802,"Pessimistic"
"Africa","NGA","Nigeria","Ebonyi","8.87","8.99","9.13",0.2627,0.2666,0.2705,"Pessimistic"
"Africa","NGA","Nigeria","Edo","13.3","13.58","13.86",0.173,0.1766,0.1803,"Pessimistic"
"Africa","NGA","Nigeria","Ekiti","12.2","12.41","12.62",0.19,0.1933,0.1965,"Pessimistic"
"Africa","NGA","Nigeria","Enugu","8.46","8.63","8.81",0.2723,0.2778,0.2834,"Pessimistic"
"Africa","NGA","Nigeria","Gombe","12.6","12.85","13.12",0.1827,0.1865,0.1903,"Pessimistic"
"Africa","NGA","Nigeria","Imo","8.46","8.63","8.81",0.2722,0.2778,0.2833,"Pessimistic"
"Africa","NGA","Nigeria","Jigawa","10.51","10.72","10.93",0.2193,0.2237,0.2281,"Pessimistic"
"Africa","NGA","Nigeria","Kaduna","10.57","10.75","10.94",0.2192,0.2231,0.227,"Pessimistic"
"Africa","NGA","Nigeria","Kano","10.58","10.76","10.95",0.2189,0.2228,0.2266,"Pessimistic"
"Africa","NGA","Nigeria","Katsina","10.34","10.55","10.77",0.2226,0.2272,0.2319,"Pessimistic"
"Africa","NGA","Nigeria","Kebbi","10.65","10.82","11",0.218,0.2216,0.2252,"Pessimistic"
"Africa","NGA","Nigeria","Kogi","10.29","10.46","10.65",0.2252,0.2291,0.2331,"Pessimistic"
"Africa","NGA","Nigeria","Kwara","10.49","10.66","10.83",0.2214,0.225,0.2285,"Pessimistic"
"Africa","NGA","Nigeria","Lagos","11.11","11.49","11.88",0.2018,0.2088,0.2158,"Pessimistic"
"Africa","NGA","Nigeria","Nassarawa","9.99","10.2","10.42",0.2301,0.235,0.24,"Pessimistic"
"Africa","NGA","Nigeria","Niger","10.28","10.46","10.64",0.2254,0.2293,0.2333,"Pessimistic"
"Africa","NGA","Nigeria","Ogun","11.72","11.97","12.24",0.1959,0.2003,0.2046,"Pessimistic"
"Africa","NGA","Nigeria","Ondo","11.98","12.19","12.4",0.1933,0.1967,0.2002,"Pessimistic"
"Africa","NGA","Nigeria","Osun","12.04","12.25","12.47",0.1923,0.1957,0.1991,"Pessimistic"
"Africa","NGA","Nigeria","Oyo","11.83","12.08","12.34",0.1944,0.1986,0.2028,"Pessimistic"
"Africa","NGA","Nigeria","Plateau","9.89","10.1","10.32",0.2322,0.2374,0.2425,"Pessimistic"
"Africa","NGA","Nigeria","Rivers","13.28","13.55","13.84",0.1733,0.1769,0.1806,"Pessimistic"
"Africa","NGA","Nigeria","Sokoto","10.07","10.31","10.56",0.227,0.2325,0.238,"Pessimistic"
"Africa","NGA","Nigeria","Taraba","12.46","12.72","12.99",0.1847,0.1885,0.1924,"Pessimistic"
"Africa","NGA","Nigeria","Yobe","12.35","12.62","12.89",0.186,0.1901,0.1942,"Pessimistic"
"Africa","NGA","Nigeria","Zamfara","10.18","10.4","10.64",0.2254,0.2305,0.2355,"Pessimistic"
"Africa","RWA","Rwanda","Eastern Province","10.83","11.22","11.65",0.2058,0.2136,0.2215,"Pessimistic"
"Africa","RWA","Rwanda","Kigali City","9.44","9.78","10.15",0.2362,0.2452,0.2541,"Pessimistic"
"Africa","RWA","Rwanda","Northern Province","12.44","13.06","13.75",0.1744,0.1836,0.1927,"Pessimistic"
"Africa","RWA","Rwanda","Southern Province","11.21","11.64","12.1",0.1982,0.206,0.2138,"Pessimistic"
"Africa","RWA","Rwanda","Western Province","10.71","11.2","11.74",0.2042,0.214,0.2238,"Pessimistic"
"Africa","SDN","Sudan","Abyei PCA Area","8.83","9.32","9.88",0.2427,0.2572,0.2717,"Pessimistic"
"Africa","SDN","Sudan","Blue Nile","8.39","8.75","9.14",0.2623,0.2741,0.2858,"Pessimistic"
"Africa","SDN","Sudan","Central Darfur","8.91","9.3","9.74",0.2462,0.2577,0.2693,"Pessimistic"
"Africa","SDN","Sudan","East Darfur","8.29","8.63","8.99",0.2666,0.2779,0.2891,"Pessimistic"
"Africa","SDN","Sudan","El Gazira","8.84","9.36","9.94",0.2412,0.2563,0.2713,"Pessimistic"
"Africa","SDN","Sudan","Gedaref","8.64","9.13","9.67",0.2479,0.2627,0.2776,"Pessimistic"
"Africa","SDN","Sudan","Kassala","8.14","8.59","9.09",0.2637,0.2791,0.2945,"Pessimistic"
"Africa","SDN","Sudan","Khartoum","7.43","7.86","8.35",0.2871,0.3049,0.3226,"Pessimistic"
"Africa","SDN","Sudan","North Darfur","8.34","8.7","9.1",0.2634,0.2755,0.2876,"Pessimistic"
"Africa","SDN","Sudan","North Kordofan","8.26","8.7","9.19",0.2608,0.2755,0.2901,"Pessimistic"
"Africa","SDN","Sudan","Northern","7.35","7.77","8.23",0.2912,0.3087,0.3262,"Pessimistic"
"Africa","SDN","Sudan","Red Sea","8.13","8.58","9.09",0.2638,0.2794,0.2951,"Pessimistic"
"Africa","SDN","Sudan","River Nile","7.64","8.06","8.54",0.2809,0.2974,0.3138,"Pessimistic"
"Africa","SDN","Sudan","Sennar","8.27","8.71","9.2",0.2606,0.2752,0.2898,"Pessimistic"
"Africa","SDN","Sudan","South Darfur","8.34","8.74","9.19",0.261,0.2743,0.2876,"Pessimistic"
"Africa","SDN","Sudan","South Kordofan","7.67","7.99","8.34",0.2875,0.3,0.3125,"Pessimistic"
"Africa","SDN","Sudan","West Darfur","9.23","9.66","10.13",0.2367,0.2482,0.2598,"Pessimistic"
"Africa","SDN","Sudan","West Kordofan","8.12","8.43","8.77",0.2734,0.2843,0.2953,"Pessimistic"
"Africa","SDN","Sudan","White Nile","8.23","8.69","9.2",0.2607,0.276,0.2913,"Pessimistic"
"Africa","SEN","Senegal","Dakar","19.33","20.44","21.68",0.1106,0.1173,0.124,"Pessimistic"
"Africa","SEN","Senegal","Diourbel","21.75","22.98","24.37",0.0984,0.1043,0.1103,"Pessimistic"
"Africa","SEN","Senegal","Fatick","21.64","22.97","24.49",0.0979,0.1044,0.1108,"Pessimistic"
"Africa","SEN","Senegal","Kaffrine","21.58","22.97","24.54",0.0977,0.1044,0.1111,"Pessimistic"
"Africa","SEN","Senegal","Kaolack","21.63","22.97","24.49",0.0979,0.1044,0.1108,"Pessimistic"
"Africa","SEN","Senegal","Kedougou","24.05","25.22","26.51",0.0904,0.0951,0.0997,"Pessimistic"
"Africa","SEN","Senegal","Kolda","23.65","25.16","26.87",0.0892,0.0953,0.1014,"Pessimistic"
"Africa","SEN","Senegal","Louga","29.55","32.41","35.88",0.0668,0.074,0.0811,"Pessimistic"
"Africa","SEN","Senegal","Matam","27.92","32.29","38.28",0.0626,0.0743,0.0859,"Pessimistic"
"Africa","SEN","Senegal","Saint-Louis","29.45","32.41","36.03",0.0666,0.074,0.0814,"Pessimistic"
"Africa","SEN","Senegal","Sedhiou","23.08","25.07","27.45",0.0874,0.0956,0.1039,"Pessimistic"
"Africa","SEN","Senegal","Tambacounda","23.25","25.08","27.21",0.0881,0.0956,0.1031,"Pessimistic"
"Africa","SEN","Senegal","Thies","19.48","20.49","21.61",0.111,0.117,0.1231,"Pessimistic"
"Africa","SEN","Senegal","Ziguinchor","23.04","25.07","27.5",0.0872,0.0956,0.1041,"Pessimistic"
"Africa","SLE","Sierra Leone","Eastern","7.53","7.64","7.76",0.3092,0.3138,0.3184,"Pessimistic"
"Africa","SLE","Sierra Leone","Northern","7.87","7.98","8.09",0.2963,0.3005,0.3048,"Pessimistic"
"Africa","SLE","Sierra Leone","Southern","7.21","7.31","7.41",0.3237,0.328,0.3324,"Pessimistic"
"Africa","SLE","Sierra Leone","Western Area","7.52","7.76","8.02",0.299,0.3089,0.3189,"Pessimistic"
"Africa","SOM","Somalia","Awdal","27.9","32.41","38.67",0.062,0.074,0.086,"Pessimistic"
"Africa","SOM","Somalia","Bakool","30.41","32.31","34.45",0.0696,0.0742,0.0789,"Pessimistic"
"Africa","SOM","Somalia","Banadir","30.11","32.18","34.56",0.0694,0.0745,0.0796,"Pessimistic"
"Africa","SOM","Somalia","Bari","30.25","32.15","34.3",0.0699,0.0746,0.0793,"Pessimistic"
"Africa","SOM","Somalia","Bay","30.99","32.57","34.33",0.0699,0.0736,0.0774,"Pessimistic"
"Africa","SOM","Somalia","Galgaduud","29.1","32.19","36",0.0666,0.0745,0.0824,"Pessimistic"
"Africa","SOM","Somalia","Gedo","30.56","32.42","34.52",0.0695,0.074,0.0785,"Pessimistic"
"Africa","SOM","Somalia","Hiraan","30.26","32.24","34.5",0.0695,0.0744,0.0792,"Pessimistic"
"Africa","SOM","Somalia","Juba Dhexe","29.83","32.45","35.56",0.0674,0.0739,0.0804,"Pessimistic"
"Africa","SOM","Somalia","Juba Hoose","30.11","31.97","34.08",0.0704,0.075,0.0796,"Pessimistic"
"Africa","SOM","Somalia","Mudug","29.78","32.3","35.28",0.068,0.0742,0.0805,"Pessimistic"
"Africa","SOM","Somalia","Nugaal","29.54","32.49","36.08",0.0665,0.0738,0.0812,"Pessimistic"
"Africa","SOM","Somalia","Sanaag","29.69","32.38","35.62",0.0673,0.0741,0.0808,"Pessimistic"
"Africa","SOM","Somalia","Shabelle Dhexe","30.49","32.35","34.44",0.0696,0.0741,0.0786,"Pessimistic"
"Africa","SOM","Somalia","Shabelle Hoose","30.4","32.19","34.21",0.0701,0.0745,0.0789,"Pessimistic"
"Africa","SOM","Somalia","Sool","29.67","32.52","35.98",0.0667,0.0737,0.0808,"Pessimistic"
"Africa","SOM","Somalia","Togdheer","29.49","32.24","35.54",0.0675,0.0744,0.0813,"Pessimistic"
"Africa","SOM","Somalia","Woqooyi Galbeed","28.97","31.99","35.72",0.0671,0.075,0.0828,"Pessimistic"
"Africa","SSD","South Sudan","Central Equatoria","24.47","24.98","25.51",0.094,0.096,0.098,"Pessimistic"
"Africa","SSD","South Sudan","Eastern Equatoria","22.95","23.48","24.04",0.0998,0.1021,0.1045,"Pessimistic"
"Africa","SSD","South Sudan","El Buheyrat","21.64","22.31","23.03",0.1041,0.1075,0.1108,"Pessimistic"
"Africa","SSD","South Sudan","Jonglei","23.4","24.11","24.87",0.0964,0.0995,0.1025,"Pessimistic"
"Africa","SSD","South Sudan","Northern Bahr El Ghazal","21.37","22.15","23",0.1043,0.1083,0.1122,"Pessimistic"
"Africa","SSD","South Sudan","Unity","22.45","23.35","24.33",0.0986,0.1027,0.1068,"Pessimistic"
"Africa","SSD","South Sudan","Upper Nile","22.9","23.71","24.57",0.0976,0.1011,0.1047,"Pessimistic"
"Africa","SSD","South Sudan","Warab","22.82","23.7","24.64",0.0973,0.1012,0.1051,"Pessimistic"
"Africa","SSD","South Sudan","Western Bahr El Ghazal","22.77","23.47","24.22",0.099,0.1022,0.1053,"Pessimistic"
"Africa","SSD","South Sudan","Western Equatoria","23.54","23.97","24.42",0.0982,0.1,0.1019,"Pessimistic"
"Africa","STP","Sao Tome And Principe","Principe","17.04","21.4","28.76",0.0834,0.112,0.1407,"Pessimistic"
"Africa","STP","Sao Tome And Principe","Sao Tome","18.33","20.05","22.13",0.1084,0.1196,0.1308,"Pessimistic"
"Africa","SWZ","Swaziland","Hhohho","16.51","20.11","25.73",0.0932,0.1192,0.1452,"Pessimistic"
"Africa","SWZ","Swaziland","Lubombo","15.41","17.89","21.31",0.1125,0.1341,0.1556,"Pessimistic"
"Africa","SWZ","Swaziland","Shiselweni","17.23","22.18","31.1",0.0771,0.1081,0.1392,"Pessimistic"
"Africa","TCD","Chad","Barh el Ghazel","24.92","26.64","28.63",0.0838,0.09,0.0962,"Pessimistic"
"Africa","TCD","Chad","Batha","34.82","37.47","40+",0.0591,0.064,0.0689,"Pessimistic"
"Africa","TCD","Chad","Borkou","14.42","18.19","24.65",0.0973,0.1318,0.1663,"Pessimistic"
"Africa","TCD","Chad","Chari-Baguirmi","24.54","25.56","26.67",0.0899,0.0938,0.0977,"Pessimistic"
"Africa","TCD","Chad","Ennedi Est","15.33","16.68","18.3",0.1311,0.1437,0.1564,"Pessimistic"
"Africa","TCD","Chad","Ennedi Ouest","15.5","16.78","18.29",0.1311,0.1429,0.1547,"Pessimistic"
"Africa","TCD","Chad","Guera","16.35","16.79","17.25",0.139,0.1428,0.1467,"Pessimistic"
"Africa","TCD","Chad","Hadjer-Lamis","24.16","25.11","26.14",0.0917,0.0955,0.0993,"Pessimistic"
"Africa","TCD","Chad","Kanem","24.14","25.91","27.95",0.0858,0.0926,0.0993,"Pessimistic"
"Africa","TCD","Chad","Lac","31.1","33.15","35.5",0.0676,0.0723,0.0771,"Pessimistic"
"Africa","TCD","Chad","Logone Occidental","18.67","19.26","19.88",0.1206,0.1245,0.1284,"Pessimistic"
"Africa","TCD","Chad","Logone Oriental","24.75","25.75","26.84",0.0893,0.0931,0.0969,"Pessimistic"
"Africa","TCD","Chad","Mandoul","18.97","19.59","20.25",0.1184,0.1224,0.1264,"Pessimistic"
"Africa","TCD","Chad","Mayo-Kebbi Est","20.56","21.28","22.05",0.1087,0.1127,0.1166,"Pessimistic"
"Africa","TCD","Chad","Mayo-Kebbi Ouest","21.89","22.71","23.59",0.1016,0.1056,0.1096,"Pessimistic"
"Africa","TCD","Chad","Moyen-Chari","21.52","22.33","23.2",0.1034,0.1074,0.1114,"Pessimistic"
"Africa","TCD","Chad","Ouaddai","25.22","26.62","28.17",0.0851,0.0901,0.0951,"Pessimistic"
"Africa","TCD","Chad","Salamat","18.89","19.41","19.96",0.1201,0.1235,0.1269,"Pessimistic"
"Africa","TCD","Chad","Sila","26.32","27.53","28.86",0.0831,0.0871,0.0911,"Pessimistic"
"Africa","TCD","Chad","Tandjile","19.12","19.99","20.96",0.1144,0.1199,0.1254,"Pessimistic"
"Africa","TCD","Chad","Tibesti","14.01","18.19","25.93",0.0925,0.1318,0.1712,"Pessimistic"
"Africa","TCD","Chad","Ville de N'Djamena","23.96","25.02","26.18",0.0916,0.0958,0.1001,"Pessimistic"
